@RELATION genre_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
0.103890,0.103592,3.231267,0.223811,0.235278,0.939515,0.003847,0.172777,-21.943574,1.471983,0.312924,0.409379,0.025516,0.316879,0.099030,0.282166,0.266027,0.156069,0.090380,0.033500,0.053462,0.007071,0.002517,0.032516,0.008242,0.016102,0.005466,0.099874,0.001359,0.004699,0.008477,0.079773,0.003042,0.046287,0.030827,0.020201,0.061759,0.035243,0.020824,0.247949,0.002171,0.072535,0.357104,0.276990,0.277346,0.264979,0.247734,0.230320,0.233421,0.220019,0.255240,0.231534,0.224340,0.194029,0.176570,0.006064,0.003062,0.021970,0.007087,0.010592,0.005410,0.042872,0.001684,0.005245,0.008254,0.034113,0.003477,0.012084,133.333333,0.090615,country
0.157561,0.084934,3.231202,0.284433,0.265799,1.397656,0.003421,0.276345,-21.531264,1.197385,0.332351,0.162556,0.224841,0.295570,0.009308,0.152988,0.262586,0.076623,0.092551,0.062440,-0.000218,0.012834,0.002971,0.067285,0.005007,0.013951,0.006698,0.054237,0.001223,0.003050,0.007970,0.036022,0.009281,0.029049,0.038401,0.027583,0.058756,0.028569,0.015182,0.362035,0.001879,0.089126,0.416173,0.315495,0.293330,0.298573,0.262214,0.228173,0.224413,0.197247,0.211103,0.204029,0.207996,0.196196,0.183348,0.011312,0.003315,0.041457,0.004495,0.013235,0.006996,0.038446,0.001311,0.003061,0.005960,0.035373,0.008421,0.012045,100.000000,0.102484,country
0.076613,0.013723,3.211366,0.169543,0.197351,0.609857,0.007757,0.114101,-25.364194,2.289624,0.183477,-0.109926,-0.084160,-0.057983,-0.078122,0.064098,-0.052866,0.139477,-0.024833,0.000869,-0.072989,0.019359,0.005242,0.039028,0.009873,0.021210,0.008490,0.046628,0.005164,0.013468,0.015209,0.037550,0.010392,0.032233,0.036459,0.007903,0.081880,0.048531,0.026264,0.349789,0.005639,0.083007,0.960393,0.496469,0.464249,0.290306,0.322455,0.279273,0.256819,0.249165,0.262977,0.221224,0.223715,0.202457,0.202045,0.020473,0.006032,0.041323,0.009960,0.017189,0.008468,0.037429,0.005698,0.012630,0.012220,0.029663,0.011164,0.013526,240.000000,0.102535,country
0.110171,0.012711,3.219160,0.246121,0.249250,0.956971,0.006441,0.196423,-26.255035,1.639661,0.121160,0.177020,0.145773,0.119751,0.125994,0.118898,0.158868,0.100784,0.102848,-0.043067,0.033189,0.011825,0.005290,0.050978,0.012295,0.013883,0.007082,0.031626,0.001410,0.005585,0.009605,0.057208,0.012024,0.033425,0.068613,0.008329,0.128685,0.080008,0.035394,0.497851,0.004832,0.151713,1.408232,0.601468,0.510299,0.487863,0.353639,0.369119,0.317541,0.343716,0.312822,0.296746,0.291274,0.288099,0.253324,0.012785,0.007575,0.047065,0.014826,0.015502,0.009589,0.026972,0.002137,0.009933,0.011564,0.053392,0.013335,0.014829,109.090909,0.104583,country
0.064153,0.028816,3.193384,0.157587,0.197657,0.474325,0.008214,0.090207,-23.872077,2.510082,-0.034331,-0.057236,-0.198454,0.079604,-0.062988,0.047860,-0.119301,0.002314,0.000965,0.121334,0.009751,0.028319,0.004194,0.024630,0.012872,0.027211,0.014059,0.032978,0.002733,0.011815,0.018252,0.037814,0.010006,0.028017,0.031496,0.016615,0.110511,0.049555,0.038236,0.279279,0.005427,0.062112,0.991170,0.415532,0.421434,0.291735,0.355050,0.276218,0.247701,0.259943,0.234819,0.246656,0.207910,0.207334,0.207998,0.027980,0.006040,0.021612,0.015404,0.022076,0.016254,0.036322,0.004080,0.013588,0.016963,0.028721,0.013448,0.012317,171.428571,0.091410,country
0.129701,0.007678,3.187909,0.250287,0.254290,1.201671,0.004947,0.222813,-25.220974,1.542824,0.181186,0.295179,0.049874,0.046034,-0.055765,0.001646,0.203253,-0.006197,0.053676,0.092832,0.040886,0.015637,0.007097,0.042518,0.011465,0.013189,0.012874,0.030355,0.003575,0.008266,0.010403,0.030117,0.004805,0.021315,0.044282,0.006141,0.111970,0.052246,0.032472,0.396663,0.002461,0.124983,0.985511,0.469383,0.439453,0.312355,0.293151,0.258008,0.282164,0.235483,0.267733,0.252026,0.250792,0.232351,0.217113,0.015525,0.008355,0.035513,0.009784,0.012414,0.013719,0.024812,0.004429,0.009010,0.008321,0.023907,0.005389,0.009786,240.000000,0.095992,country
0.124843,0.025171,3.145498,0.260262,0.271315,0.965208,0.005773,0.197133,-23.934672,1.992287,0.199006,0.457678,0.091859,0.076495,-0.023198,0.039246,0.027867,-0.012371,0.048030,0.034920,0.063650,0.012791,0.004771,0.046937,0.009878,0.018204,0.015427,0.046914,0.005840,0.010405,0.020343,0.027680,0.004623,0.026080,0.064977,0.018461,0.170596,0.070438,0.029348,0.410092,0.003197,0.164951,0.961551,0.380211,0.447130,0.297028,0.261706,0.283006,0.289147,0.254705,0.262497,0.248910,0.250332,0.253229,0.240301,0.012588,0.005526,0.034388,0.009452,0.015361,0.017601,0.038663,0.008518,0.012437,0.018952,0.026583,0.006273,0.010852,133.333333,0.118093,country
0.094348,0.046965,3.193861,0.181805,0.201200,0.805033,0.004830,0.149789,-22.387200,2.228389,0.031215,-0.085226,0.029357,0.009240,-0.281517,0.047652,-0.113478,-0.078188,0.127755,0.053647,0.056035,0.021568,0.005006,0.026009,0.014320,0.016685,0.010796,0.034944,0.006343,0.031454,0.010627,0.028535,0.003799,0.019109,0.030987,0.010612,0.067725,0.032878,0.021177,0.364769,0.001973,0.068304,0.640843,0.552753,0.341484,0.265672,0.238635,0.236619,0.246145,0.210290,0.193786,0.191958,0.185371,0.185461,0.173923,0.015100,0.004613,0.015487,0.012485,0.010876,0.010291,0.020351,0.008076,0.022831,0.008352,0.022104,0.003826,0.006825,300.000000,0.127127,country
0.060242,0.022593,3.172392,0.139371,0.169817,0.475367,0.008174,0.093227,-24.266474,2.760639,0.301938,-0.449705,-0.167980,0.121437,-0.002442,-0.137360,-0.026415,0.013607,-0.127835,-0.112650,-0.040891,0.012463,0.010725,0.019781,0.023485,0.046902,0.012825,0.013667,0.002041,0.006298,0.030696,0.026883,0.011340,0.023343,0.023791,0.013624,0.127425,0.034950,0.025640,0.309340,0.004471,0.050545,1.130359,0.696789,0.470503,0.283009,0.365943,0.303795,0.253824,0.222076,0.252868,0.214424,0.197425,0.204923,0.199127,0.013785,0.012072,0.018294,0.019244,0.027740,0.012265,0.013300,0.003102,0.006662,0.021365,0.022425,0.011287,0.008118,200.000000,0.108190,country
0.063941,0.036107,3.169150,0.142668,0.189683,0.479763,0.006474,0.091031,-23.165832,2.772920,-0.100744,-0.082261,-0.142475,-0.062155,-0.168935,-0.004091,-0.058504,0.067034,-0.052869,0.098936,-0.033440,0.013813,0.009207,0.030178,0.014249,0.016222,0.019430,0.049559,0.001924,0.009229,0.017285,0.049276,0.011699,0.025537,0.015675,0.014721,0.101973,0.023172,0.020640,0.192813,0.003278,0.034397,0.746296,0.381605,0.298062,0.288153,0.281104,0.267182,0.247098,0.217305,0.211989,0.200973,0.212287,0.207653,0.208784,0.010291,0.010095,0.019577,0.012839,0.012168,0.015776,0.034667,0.001997,0.008608,0.012534,0.033445,0.011071,0.008922,171.428571,0.105150,country
0.095713,0.017847,3.180351,0.188038,0.214654,0.971484,0.006089,0.157066,-24.029633,1.685257,0.295382,0.595354,-0.045807,0.178519,-0.170976,-0.047909,-0.120562,-0.120709,-0.153757,-0.011358,-0.096019,0.026591,0.005452,0.025640,0.010905,0.036957,0.012568,0.034504,0.002334,0.006707,0.011247,0.042108,0.002996,0.024552,0.034154,0.011766,0.108979,0.042439,0.027971,0.358738,0.004695,0.066151,0.770195,0.469668,0.399053,0.339407,0.312687,0.306801,0.264644,0.248380,0.243581,0.223653,0.227234,0.212441,0.204968,0.021605,0.006661,0.024279,0.010717,0.028258,0.015228,0.027729,0.003114,0.007191,0.008689,0.032202,0.003520,0.008927,85.714286,0.126193,country
0.051057,0.018219,3.177576,0.119493,0.160040,0.451060,0.007850,0.086852,-25.845783,2.524871,0.049205,0.395696,-0.068913,0.133744,-0.064698,-0.046824,-0.120739,0.075412,-0.138458,0.037257,-0.159558,0.027143,0.003393,0.055066,0.014677,0.030639,0.009859,0.044124,0.002186,0.005928,0.014458,0.030953,0.013278,0.035525,0.020753,0.013881,0.125809,0.026074,0.028038,0.258754,0.006111,0.041212,1.230035,0.528984,0.451267,0.328630,0.327842,0.277058,0.253247,0.256457,0.234139,0.228636,0.233348,0.211056,0.220766,0.025991,0.004513,0.043953,0.013931,0.026957,0.010078,0.038355,0.003983,0.008068,0.015289,0.027807,0.013047,0.014013,171.428571,0.083916,country
0.087025,0.028812,3.166463,0.212823,0.231422,0.728934,0.007234,0.151620,-24.670070,2.509359,0.697305,0.364684,0.166942,0.044408,0.115986,-0.124345,-0.081934,-0.075721,-0.082131,0.072080,0.179355,0.008837,0.001914,0.042510,0.020820,0.031131,0.010563,0.083779,0.001532,0.006372,0.010507,0.049108,0.001355,0.037435,0.058697,0.011798,0.101888,0.069547,0.025041,0.498648,0.004946,0.145895,1.002481,0.502479,0.469388,0.310745,0.286261,0.274351,0.262344,0.254746,0.266169,0.255011,0.258411,0.233907,0.232316,0.010320,0.002079,0.028538,0.019429,0.020822,0.009480,0.051095,0.002700,0.006824,0.010314,0.028765,0.001890,0.014135,200.000000,0.151815,country
0.045625,0.031804,3.165513,0.114390,0.161776,0.332999,0.009959,0.065870,-24.140286,2.823944,0.187497,0.279726,-0.241383,0.205140,-0.051055,0.059753,-0.074353,-0.043169,-0.164698,-0.048629,-0.068779,0.026456,0.009889,0.045919,0.018585,0.032922,0.012317,0.031210,0.002810,0.006328,0.017081,0.036092,0.004277,0.030221,0.016695,0.018821,0.116135,0.025705,0.030178,0.211621,0.006707,0.035380,1.188468,0.459630,0.449316,0.333962,0.357555,0.281411,0.281245,0.249489,0.255752,0.238689,0.263099,0.240347,0.223668,0.022761,0.012022,0.034044,0.021745,0.030559,0.016130,0.025737,0.004863,0.006934,0.015481,0.025317,0.006104,0.009746,109.090909,0.092795,country
0.068028,0.011612,3.138228,0.160763,0.199237,0.566083,0.008449,0.102971,-25.281664,2.465543,0.539071,-0.050562,0.067200,0.043427,0.071165,-0.073819,-0.224429,-0.119767,0.050400,-0.098141,-0.114028,0.027894,0.003627,0.036904,0.028608,0.021062,0.016204,0.028358,0.006872,0.009657,0.027899,0.021912,0.004168,0.026288,0.020548,0.008085,0.132024,0.027162,0.023979,0.250495,0.004469,0.054916,0.936773,0.455863,0.357853,0.344714,0.293311,0.278177,0.255895,0.233444,0.223566,0.209137,0.214306,0.223545,0.198680,0.021108,0.005462,0.026128,0.025788,0.017259,0.015920,0.023523,0.010795,0.011686,0.021947,0.018829,0.005428,0.009071,200.000000,0.101639,country
0.035502,0.010789,3.178553,0.141713,0.216051,0.197252,0.007965,0.048204,-27.452088,3.084228,0.440631,0.459114,0.175552,0.265803,0.067179,0.172485,0.054605,0.067000,-0.083112,-0.041138,-0.110487,0.011680,0.006624,0.053192,0.007065,0.040332,0.004818,0.043227,0.000320,0.003610,0.012376,0.091682,0.003305,0.044560,0.022433,0.006720,0.108607,0.048723,0.034016,0.175097,0.006745,0.042519,1.228023,0.446628,0.370359,0.250049,0.268239,0.238624,0.231110,0.202349,0.201340,0.205546,0.222594,0.224610,0.252734,0.013940,0.007758,0.037982,0.008080,0.025454,0.005502,0.032470,0.000384,0.004818,0.011921,0.041772,0.005472,0.009455,300.000000,0.093176,country
0.082528,0.024137,3.188534,0.165301,0.184972,0.737878,0.008968,0.144293,-24.750634,2.297515,0.301790,-0.030135,-0.127599,0.106890,0.043239,0.149966,-0.279746,-0.130538,-0.240187,-0.047780,-0.043347,0.019696,0.005640,0.032862,0.022143,0.038639,0.009036,0.013902,0.002223,0.004333,0.016244,0.027750,0.011164,0.026558,0.027781,0.013376,0.141508,0.046424,0.029229,0.367259,0.006519,0.080771,1.227172,0.630368,0.512671,0.373154,0.350927,0.333556,0.272256,0.274324,0.269795,0.241327,0.262972,0.225285,0.227117,0.021330,0.008615,0.030587,0.017427,0.029521,0.011103,0.014436,0.003572,0.006824,0.013046,0.022668,0.014611,0.010079,133.333333,0.142026,country
0.057346,0.009243,3.151845,0.147765,0.192967,0.455350,0.007110,0.083583,-25.929746,2.497204,0.335780,0.501832,-0.053891,0.102743,-0.016351,-0.080102,-0.138969,-0.109354,0.013490,-0.002672,-0.218447,0.038324,0.004175,0.038579,0.013638,0.031981,0.008607,0.050922,0.002588,0.005190,0.020834,0.032132,0.006779,0.031771,0.024651,0.004357,0.109933,0.037678,0.027236,0.271126,0.004517,0.051385,0.959842,0.509929,0.425376,0.330793,0.274680,0.222132,0.233458,0.240615,0.219049,0.207009,0.194909,0.206834,0.199430,0.029846,0.005159,0.026299,0.012920,0.021679,0.009383,0.030594,0.004036,0.004162,0.017757,0.020217,0.007928,0.008975,150.000000,0.080346,country
0.054900,0.028930,3.174383,0.127462,0.172549,0.453394,0.007124,0.090121,-24.138953,2.704336,-0.051928,0.285030,-0.153722,0.018001,0.041476,0.183379,-0.032011,0.060164,-0.085752,0.075893,0.067806,0.018869,0.010403,0.055354,0.018733,0.021424,0.016760,0.072753,0.002200,0.004714,0.015927,0.035755,0.004437,0.034770,0.024365,0.018144,0.095884,0.035504,0.030483,0.284197,0.005279,0.054519,0.914153,0.495062,0.419162,0.304514,0.355983,0.270260,0.263567,0.252176,0.215039,0.227746,0.232070,0.209262,0.187732,0.018601,0.010561,0.037135,0.017582,0.017428,0.014342,0.052831,0.003019,0.005739,0.012993,0.022994,0.005195,0.013673,109.090909,0.088139,country
0.097513,0.021835,3.188628,0.183034,0.197559,0.989602,0.005216,0.155926,-23.283805,1.630593,0.298230,0.288263,0.127327,0.254527,0.106362,0.029280,-0.048432,0.017704,-0.061034,0.026859,-0.134981,0.012467,0.007771,0.048155,0.011295,0.018183,0.011142,0.017043,0.004017,0.007676,0.034767,0.016317,0.003688,0.019805,0.026789,0.010016,0.097358,0.030834,0.030755,0.347072,0.002274,0.056239,0.918252,0.534289,0.412113,0.307030,0.294123,0.269335,0.266557,0.213092,0.212092,0.242541,0.220250,0.229012,0.221018,0.011870,0.008390,0.029178,0.011712,0.012475,0.011102,0.011217,0.005636,0.008990,0.022359,0.011754,0.004828,0.007400,200.000000,0.100103,country
0.059859,0.026010,3.189299,0.139767,0.181028,0.517200,0.006947,0.087907,-23.757689,2.380364,0.059586,0.126192,-0.095894,0.167542,-0.199855,-0.023846,0.027660,0.059562,0.025438,0.002384,-0.046945,0.020155,0.007594,0.034589,0.011477,0.016780,0.025088,0.034300,0.002204,0.006837,0.025913,0.045775,0.006012,0.029070,0.019283,0.013900,0.089909,0.024226,0.021431,0.236290,0.004203,0.036643,0.665791,0.390223,0.375684,0.278121,0.266912,0.258158,0.251926,0.234402,0.223554,0.216109,0.222387,0.191716,0.188891,0.019653,0.008408,0.032541,0.012645,0.016708,0.021103,0.025226,0.002828,0.007458,0.018688,0.030299,0.005706,0.011044,200.000000,0.101449,country
0.054279,0.024824,3.181619,0.123847,0.164282,0.413999,0.008238,0.083828,-23.959246,2.547560,-0.088020,-0.077242,-0.100050,0.099761,-0.038966,-0.034833,-0.022903,0.073684,0.048696,0.144354,-0.094219,0.022005,0.006105,0.027167,0.006990,0.015293,0.022420,0.038760,0.002176,0.016550,0.020418,0.031163,0.008366,0.024856,0.016890,0.014874,0.110108,0.028352,0.032493,0.234943,0.004445,0.038086,1.000823,0.523036,0.437834,0.281462,0.314924,0.282099,0.237737,0.250292,0.230246,0.220149,0.219620,0.188558,0.202017,0.018677,0.006861,0.027196,0.006862,0.014192,0.020946,0.029883,0.003914,0.018224,0.014030,0.023218,0.008937,0.009221,171.428571,0.079470,country
0.042921,0.024527,3.174309,0.127975,0.196220,0.152262,0.006562,0.046882,-25.830781,3.573743,0.134606,-0.069919,-0.362187,-0.108676,-0.053146,0.057328,0.103231,0.134819,0.044184,0.033644,-0.011055,0.018503,0.038039,0.050309,0.007463,0.009929,0.028977,0.027822,0.000746,0.012088,0.023263,0.029697,0.009585,0.033363,0.011714,0.014020,0.118039,0.035197,0.032585,0.094594,0.005695,0.019329,0.939444,0.410375,0.323957,0.284792,0.283021,0.262979,0.244007,0.277051,0.224862,0.230785,0.235317,0.188437,0.157367,0.015458,0.030677,0.030829,0.009016,0.008398,0.018441,0.015681,0.000905,0.008073,0.018285,0.019157,0.010140,0.008516,150.000000,0.112883,country
0.095495,0.021878,3.226553,0.186598,0.202238,0.899745,0.004675,0.166980,-23.758423,1.671989,0.001926,-0.067230,-0.105805,0.224008,0.046910,0.129112,0.045667,0.026576,-0.095169,0.042034,0.005612,0.012729,0.007364,0.039576,0.008299,0.022721,0.012169,0.046367,0.002578,0.004096,0.006448,0.044227,0.007346,0.029721,0.036608,0.012882,0.089060,0.041617,0.028882,0.361808,0.003224,0.093071,0.784128,0.402886,0.341302,0.371529,0.290386,0.254546,0.254155,0.243718,0.230091,0.209723,0.227381,0.228179,0.224725,0.011803,0.008321,0.035056,0.008909,0.017132,0.011906,0.048503,0.003805,0.004648,0.005556,0.031089,0.008542,0.015917,109.090909,0.123007,country
0.067725,0.013321,3.173599,0.169964,0.207552,0.554088,0.005335,0.095531,-26.159302,2.362688,0.402687,0.472954,0.293720,0.082868,0.021837,-0.032566,-0.044890,0.098542,0.028018,0.015508,0.095499,0.012315,0.003253,0.024922,0.019564,0.038378,0.011213,0.088070,0.002125,0.005693,0.027531,0.042817,0.002929,0.041687,0.036253,0.008821,0.082339,0.046717,0.031036,0.339182,0.004462,0.077016,1.320574,0.449535,0.423313,0.285808,0.278336,0.270799,0.278649,0.278828,0.243585,0.228437,0.246665,0.267764,0.256742,0.012982,0.005223,0.018857,0.016527,0.023110,0.016607,0.042237,0.003817,0.005151,0.019271,0.022384,0.003934,0.012137,150.000000,0.093182,country
0.123735,0.016804,3.173220,0.220482,0.217476,1.140130,0.006383,0.208602,-24.825639,1.723054,0.141876,0.168764,0.088190,-0.022228,-0.061359,0.166105,0.187876,0.151255,0.064375,-0.074165,-0.070421,0.012380,0.003609,0.022721,0.015307,0.017256,0.003670,0.027336,0.003063,0.008131,0.029435,0.033209,0.008505,0.021675,0.043261,0.011555,0.184658,0.046824,0.028637,0.377516,0.004061,0.091023,1.060132,0.455690,0.495221,0.430744,0.323178,0.294075,0.283144,0.286040,0.279030,0.289438,0.270760,0.245440,0.200903,0.013188,0.004594,0.020036,0.014865,0.016186,0.004743,0.024605,0.003460,0.011287,0.023659,0.029796,0.011711,0.008429,171.428571,0.119543,country
0.119481,0.017752,3.060842,0.232473,0.239351,1.098715,0.008358,0.203662,-24.715496,1.374170,0.112293,0.479226,0.200492,0.280500,-0.082784,-0.042170,-0.084518,0.135781,0.022611,0.040052,-0.092002,0.012986,0.003248,0.047384,0.007210,0.010651,0.013567,0.065799,0.004427,0.006845,0.016561,0.028300,0.002602,0.030550,0.060191,0.015390,0.257633,0.072971,0.039458,0.533465,0.006231,0.144446,1.156096,0.577192,0.425322,0.403431,0.319663,0.305175,0.294986,0.297445,0.298614,0.289976,0.270786,0.267351,0.219158,0.016436,0.004042,0.039441,0.010750,0.011139,0.018191,0.081813,0.006965,0.008984,0.018264,0.025603,0.003357,0.019323,133.333333,0.235966,country
0.104461,0.019932,3.123081,0.208935,0.230739,0.950184,0.005682,0.173942,-23.856818,1.786416,0.403552,0.191602,0.095893,0.091260,0.157904,-0.108143,-0.026450,0.009390,-0.069646,-0.177641,-0.081798,0.017050,0.005963,0.040687,0.013314,0.026495,0.006992,0.039974,0.005041,0.010241,0.016047,0.034153,0.003693,0.023352,0.040438,0.014601,0.155177,0.053314,0.030851,0.381692,0.003812,0.106121,1.074678,0.373952,0.482611,0.326582,0.318697,0.267639,0.251826,0.240550,0.232251,0.221890,0.200959,0.192907,0.191450,0.016501,0.006546,0.030036,0.012429,0.018420,0.007112,0.043070,0.006193,0.011239,0.015890,0.026632,0.004006,0.010677,100.000000,0.183084,country
0.084980,0.006111,3.160309,0.170472,0.195313,0.750653,0.005365,0.138541,-27.237375,2.158643,0.685302,0.334779,0.115638,0.166219,0.038728,-0.009555,-0.073080,-0.062384,0.009777,0.105842,-0.063091,0.035839,0.003826,0.038648,0.004717,0.017859,0.018658,0.074228,0.001147,0.004479,0.009385,0.028056,0.004811,0.032216,0.040534,0.004294,0.106275,0.046354,0.025776,0.379996,0.003950,0.094406,1.067429,0.490684,0.439747,0.329888,0.314958,0.251904,0.245957,0.230700,0.236635,0.223933,0.217709,0.224949,0.207625,0.024569,0.004084,0.026329,0.004554,0.015759,0.019060,0.033085,0.002033,0.005470,0.009252,0.017907,0.004268,0.009453,109.090909,0.111738,country
0.085030,0.012862,3.125399,0.185508,0.220865,0.701648,0.004939,0.132999,-24.852300,2.207259,0.459629,0.343551,-0.156791,0.258834,-0.047219,-0.041325,-0.037251,-0.095275,0.062046,0.114880,-0.070422,0.016857,0.002960,0.039996,0.018628,0.026400,0.014196,0.030459,0.002506,0.007930,0.021073,0.046837,0.008047,0.025942,0.038500,0.007057,0.118493,0.055631,0.034391,0.361344,0.002816,0.102559,0.923975,0.400085,0.471481,0.283881,0.299367,0.274084,0.237549,0.214389,0.221093,0.196397,0.199890,0.191223,0.172331,0.013422,0.003630,0.025728,0.014912,0.019350,0.011001,0.020796,0.003911,0.009160,0.014650,0.023450,0.008600,0.007529,240.000000,0.081395,country
0.121713,0.013527,3.117746,0.251376,0.261279,1.009318,0.005066,0.191766,-24.587263,1.723391,0.117285,0.486099,0.358589,0.228989,0.195834,-0.029288,-0.036590,0.013553,0.107455,0.008501,-0.020316,0.016487,0.003151,0.037836,0.012889,0.026353,0.009156,0.049057,0.005416,0.006068,0.018424,0.031463,0.003511,0.026028,0.035453,0.009363,0.192889,0.051655,0.029702,0.358513,0.002913,0.113117,0.807808,0.415630,0.419459,0.330917,0.319137,0.254735,0.244287,0.249006,0.237596,0.249777,0.240659,0.225957,0.224081,0.016968,0.004888,0.037072,0.013251,0.022557,0.010624,0.039138,0.008256,0.008382,0.017059,0.025285,0.004387,0.010283,150.000000,0.163287,country
0.212595,0.021391,3.069126,0.334474,0.275770,1.802212,0.003957,0.440028,-24.028590,1.342819,0.780343,0.066274,0.314535,0.213021,0.095027,0.150594,-0.045329,0.083054,-0.001807,0.220346,0.078708,0.009957,0.004717,0.038465,0.004300,0.014517,0.008956,0.047997,0.004682,0.004449,0.012380,0.031059,0.002442,0.020870,0.065121,0.013650,0.282907,0.062580,0.030632,0.467709,0.002034,0.178846,0.950094,0.362588,0.466536,0.295995,0.295843,0.279344,0.262173,0.245066,0.252733,0.250311,0.244155,0.232778,0.228066,0.008852,0.005883,0.028170,0.005343,0.011294,0.009490,0.036256,0.005605,0.005800,0.013258,0.028213,0.002936,0.009628,200.000000,0.119097,country
0.106553,0.019559,3.145557,0.218488,0.230795,0.990008,0.005147,0.178379,-23.889842,1.776040,0.269364,0.191956,0.289346,0.091231,0.010928,0.118299,-0.160986,-0.037079,-0.146928,0.066473,-0.018934,0.029399,0.004983,0.032765,0.012351,0.016808,0.020062,0.038923,0.002608,0.004606,0.014468,0.027177,0.006586,0.022228,0.032376,0.013497,0.149130,0.042301,0.028274,0.338040,0.002490,0.088577,1.087218,0.479742,0.462562,0.314300,0.310994,0.298875,0.260374,0.240088,0.235719,0.204300,0.207946,0.223292,0.196400,0.029752,0.006510,0.024396,0.014471,0.013944,0.021252,0.029031,0.003435,0.005034,0.012480,0.023525,0.008381,0.008350,133.333333,0.140688,country
0.096007,0.024016,3.158357,0.234359,0.260699,0.808305,0.005475,0.165548,-24.005895,2.095466,0.745435,0.258701,0.193215,0.151891,0.246921,0.130069,0.016913,0.065533,-0.097151,-0.042556,-0.067554,0.013815,0.005889,0.057612,0.006612,0.026966,0.005599,0.071253,0.002610,0.005749,0.017400,0.044384,0.002446,0.033051,0.049651,0.011156,0.123785,0.074468,0.042168,0.427289,0.003479,0.144669,0.768230,0.442411,0.360508,0.284284,0.291039,0.243983,0.234048,0.206654,0.211614,0.198993,0.213291,0.186484,0.187338,0.015020,0.006747,0.035952,0.007112,0.019600,0.005699,0.040374,0.003564,0.007771,0.012403,0.036288,0.003020,0.009264,133.333333,0.118661,country
0.087138,0.023538,3.109520,0.212641,0.244256,0.714464,0.005547,0.122543,-23.691148,2.261665,0.578734,0.459145,-0.092106,0.341678,0.110854,0.101671,-0.244189,-0.156951,-0.076345,-0.050324,0.068315,0.021823,0.004425,0.065014,0.018629,0.030412,0.012062,0.032764,0.001646,0.003872,0.025454,0.022879,0.002400,0.027123,0.034001,0.010315,0.163020,0.046032,0.027845,0.317015,0.003109,0.085588,0.781668,0.382730,0.391019,0.271647,0.251849,0.261147,0.252854,0.241372,0.218262,0.235617,0.218649,0.218701,0.229301,0.020959,0.006164,0.034361,0.019696,0.024266,0.011925,0.025355,0.002023,0.003592,0.020695,0.015093,0.002728,0.007539,100.000000,0.143005,country
